record_id,city,country,date,population_millions,industrialization_index,forest_cover_percent,urbanization_rate_percent,gdp_per_capita_usd,renewable_energy_percent,vehicle_density_per_1000,green_space_area_km2,pm2_5,pm10,no2,so2,co,o3,aqi
AQI1885,Istanbul,Turkey,2024-02-04,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,61.5,96.7,28.7,14.8,2.32,33.3,90.9
AQI1777,Bangkok,Thailand,2024-01-27,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,50.9,81.3,28.6,17.6,2.43,42.3,84.9
AQI2570,Buenos Aires,Argentina,2024-01-20,15.51,114.39390494384322,16.2,89.5,10293.0,24.9,419.3,1.0,53.5,84.3,29.3,9.1,1.88,50.5,79.2
AQI1850,Manila,Philippines,2024-02-19,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,76.7,132.0,32.3,19.4,2.22,35.4,109.7
AQI1895,Istanbul,Turkey,2024-02-14,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,64.0,105.5,31.9,18.5,2.09,40.8,92.9
AQI1228,Lahore,Pakistan,2024-01-28,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,82.4,134.7,32.3,18.2,2.91,34.6,116.8
AQI2879,Warsaw,Poland,2024-01-29,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,57.8,93.4,17.2,11.9,1.44,38.8,76.5
AQI2326,Sydney,Australia,2024-01-26,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,23.0,34.2,18.3,1.0,0.95,45.4,40.1
AQI2300,Toronto,Canada,2024-02-19,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,38.3,64.4,5.7,7.0,1.43,44.0,57.0
AQI1127,Beijing,China,2024-01-27,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,69.7,116.0,45.2,29.4,2.73,38.9,110.2
AQI1406,Cairo,Egypt,2024-01-06,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,58.8,91.3,39.7,15.6,2.42,31.6,93.4
AQI1776,bangkok,Thailand,2024-01-26,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,64.2,102.3,24.5,15.6,2.74,,98.1
AQI1822,Manila,Philippines,2024-01-22,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,48.5,68.8,39.0,13.5,1.93,13.7,71.7
AQI1712,Moscow,Russia,2024-01-12,12.52,51.6,49.7,92.2,14053.0,36.7,426.8,24.6,30.3,43.9,27.8,14.3,2.16,35.0,52.9
AQI2887,Warsaw,Poland,2024-02-06,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,59.7,94.5,17.2,16.7,1.62,32.6,75.0
AQI2061,Paris,France,2024-01-11,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,26.6,36.2,24.3,7.3,1.45,31.7,45.7
AQI2164,Madrid,Spain,2024-01-14,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,42.6,74.4,22.0,4.9,1.18,36.5,61.9
AQI1304,Jakarta,Indonesia,2024-01-04,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,43.5,81.8,29.1,13.3,1.95,30.7,77.0
AQI1268,Dhaka,Bangladesh,2024-01-18,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,65.5,103.8,33.9,13.0,2.76,26.2,98.0
AQI2558,Buenos Aires,Argentina,2024-01-08,15.51,138.025664222082,16.2,89.5,10293.0,24.9,419.3,1.0,58.9,91.9,22.7,12.1,2.35,50.8,81.5
AQI1546,Mexico City,Mexico,2024-02-15,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,53.5,95.3,29.9,18.6,1.79,40.5,78.9
AQI1213,Lahore,Pakistan,2024-01-13,11.05,73.1,13.5,85.4,,22.3,511.7,11.1,68.4,116.0,46.0,24.8,2.45,26.8,106.2
AQI1897,Istanbul,Turkey,2024-02-16,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,57.0,100.1,31.8,13.9,1.77,29.5,91.9
AQI2493,  Nairobi  ,Kenya,2024-02-12,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,46.8,69.7,13.3,10.2,2.12,34.0,64.9
AQI2223,rome,Italy,2024-01-23,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,30.1,55.9,16.5,8.1,1.48,49.8,54.4
AQI1917,Tokyo,Japan,2024-01-17,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,30.0,52.3,33.9,5.4,1.94,42.9,52.6
AQI2552,Buenos Aires,Argentina,2024-01-02,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,45.7,72.4,26.0,11.5,1.79,48.5,74.8
AQI1676,Sao Paulo,Brazil,2024-01-26,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,42.9,76.8,25.2,9.0,2.17,40.5,67.7
AQI2290,Toronto,Canada,2024-02-09,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,35.9,57.8,13.9,7.6,0.75,41.0,43.1
AQI1815,Manila,Philippines,2024-01-15,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,60.4,94.2,21.1,20.0,1.81,30.5,88.0
AQI2266,Toronto,Canada,2024-01-16,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,21.9,37.8,12.7,1.4,1.32,50.6,40.1
AQI1343,Jakarta,Indonesia,2024-02-12,10.45,57.5,49.8,89.5,4903.0,18.6,401.2,15.7,41.1,60.7,28.8,11.7,2.26,47.4,62.9
AQI1550,Mexico City,Mexico,2024-02-19,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,73.9,123.5,35.3,14.8,2.33,47.1,-101.6
AQI2411,Hong Kong,China,2024-01-11,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,17.8,24.4,20.1,7.5,2.04,31.8,34.0
AQI2215,Rome,Italy,2024-01-15,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,33.5,46.5,26.9,5.4,1.0,41.6,59.4
AQI1967,Seoul,South Korea,2024-01-17,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,55.6,84.6,17.2,8.9,1.99,25.2,77.3
AQI2231,Rome,Italy,2024-01-31,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,37.6,62.1,19.4,9.2,1.53,35.9,56.0
AQI1296,Dhaka,Bangladesh,2024-02-15,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,69.2,115.2,33.7,18.3,2.24,11.3,99.5
AQI1696,Sao Paulo,Brazil,2024-02-15,21.91,48.2,112.80727770976617,90.6,12592.0,19.1,482.3,11.2,53.1,87.3,17.4,7.8,2.41,36.5,77.0
AQI2453,Nairobi,Kenya,2024-01-03,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,48.0,83.1,22.1,8.7,,41.0,73.0
AQI1074,Mumbai,India,2024-01-24,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,66.2,107.5,28.6,19.1,1.93,36.1,89.9
AQI1606,New York,USA,2024-01-06,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,31.9,56.6,22.9,13.8,1.91,28.1,53.8
AQI1105,Beijing,China,2024-01-05,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,66.2,112.2,37.2,30.9,2.97,38.5,100.0
AQI1646,New York,USA,2024-02-15,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,38.7,59.2,30.6,5.2,1.83,38.2,67.1
AQI2405,Hong Kong,China,2024-01-05,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,34.8,57.2,28.8,14.5,1.47,32.3,55.4
AQI2961,Wellington,New Zealand,2024-01-11,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,14.1,19.1,17.1,1.0,0.95,27.5,23.0
AQI2041,London,UK,2024-02-10,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,50.0,78.4,17.9,7.8,1.34,45.6,65.4
AQI1440,Cairo,Egypt,2024-02-09,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,80.5,124.5,29.9,16.9,2.04,47.3,110.7
AQI2020,London,UK,2024-01-20,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,33.2,50.4,21.8,7.8,0.75,45.6,57.0
AQI1092,Mumbai,India,2024-02-11,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,60.9,112.9,33.4,17.2,2.42,38.7,94.0
AQI2113,Berlin,Germany,2024-01-13,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,32.9,59.4,28.3,9.4,1.45,30.2,54.6
AQI2755,Kuala Lumpur,Malaysia,2024-01-05,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,42.0,65.2,18.9,10.8,1.75,34.4,64.3
AQI1909,Tokyo,Japan,2024-01-09,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,19.5,39.7,34.3,8.6,1.64,26.9,41.2
AQI2475,Nairobi,Kenya,2024-01-25,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,55.2,96.6,19.3,12.8,1.76,37.6,92.1
AQI1103,Beijing,China,2024-01-03,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,86.7,144.8,32.8,,2.63,37.0,126.6
AQI1239,Lahore,Pakistan,2024-02-08,11.05,73.1,13.5,85.4,1687.0,22.3,511.7,11.1,83.6,145.2,35.9,17.2,2.93,36.8,111.8
AQI2702,Tehran,Iran,2024-01-02,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,60.2,87.8,24.8,18.4,2.38,42.1,92.0
AQI1943,Tokyo,Japan,2024-02-12,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,25.3,43.6,24.0,5.4,2.14,22.3,43.4
AQI2271,Toronto,Canada,2024-01-21,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,29.6,44.4,12.9,7.1,1.36,49.5,40.7
AQI1939,TOKYO,Japan,2024-02-08,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,46.5,79.6,29.4,9.2,1.97,5.1,67.8
AQI2692,Riyadh,Saudi Arabia,2024-02-11,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,74.1,121.5,36.6,17.0,2.45,36.2,112.1
AQI2182,Madrid,Spain,2024-02-01,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,52.2,79.0,9.3,9.2,1.25,44.9,68.8
AQI2504,Johannesburg,South Africa,2024-01-04,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,69.7,118.9,31.4,15.2,2.17,58.9,104.2
AQI1006,Delhi,India,2024-01-06,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,65.6,96.1,37.5,19.7,3.26,38.4,91.1
AQI2815,ho chi minh city,Vietnam,2024-01-15,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,58.1,89.7,27.8,12.3,2.51,21.8,85.2
AQI1966,Seoul,South Korea,2024-01-16,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,41.6,60.1,40.2,18.1,1.97,39.1,65.3
AQI1019,Delhi,India,2024-01-19,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,64.3,112.2,37.2,20.1,3.19,22.7,101.6
AQI2431,Hong Kong,China,2024-01-31,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,33.4,56.6,32.5,7.6,1.48,,59.4
AQI1122,Beijing,China,2024-01-22,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,72.8,108.2,38.3,22.9,3.36,31.5,110.2
AQI1662,Sao Paulo,BRAZIL,2024-01-12,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,52.1,86.5,31.0,11.4,2.27,49.7,79.4
AQI2682,Riyadh,Saudi Arabia,2024-02-01,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,65.8,107.3,32.3,18.0,2.54,56.2,100.7
AQI1275,Dhaka,BANGLADESH,2024-01-25,20.95,68.2,20.6,89.0,2717.0,9.6,480.2,1.0,70.8,112.3,35.3,22.3,2.71,7.5,107.0
AQI1434,Cairo,Egypt,2024-02-03,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,83.9,129.8,35.2,13.3,2.48,43.4,108.9
AQI1812,Manila,Philippines,2024-01-12,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,51.5,67.8,34.1,13.2,2.23,23.9,74.9
AQI2301,Sydney,Australia,2024-01-01,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,18.9,24.2,14.0,1.0,1.18,28.9,30.3
AQI2336,Sydney,Australia,2024-02-05,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,17.7,31.8,23.3,5.1,1.34,23.1,35.8
AQI2928,Stockholm,Sweden,2024-01-28,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,19.5,11.9,4.0,1.2,21.5,10.1
AQI2889,Warsaw,Poland,2024-02-08,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,49.4,73.9,29.2,10.6,1.48,44.4,65.9
AQI2571,Buenos Aires,Argentina,2024-01-21,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,54.4,86.4,29.8,9.4,2.19,36.5,76.8
AQI1182,Shanghai,China,2024-02-01,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,72.7,112.3,42.2,17.2,2.33,41.5,102.4
AQI1185,Shanghai,CHINA,2024-02-04,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,71.3,117.2,36.9,19.2,2.57,16.4,100.2
AQI1407,Cairo,Egypt,2024-01-07,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,73.6,128.8,32.5,19.2,2.34,51.9,105.9
AQI1866,Istanbul,Turkey,2024-01-16,15.58,54.7,15.3,88.9,10428.0,22.0,432.0,1.0,57.9,89.4,23.8,21.4,2.67,26.1,94.4
AQI2631,Santiago,Chile,2024-01-31,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,37.1,54.5,22.8,10.0,1.37,28.3,50.6
AQI1521,Mexico City,Mexico,2024-01-21,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,46.7,60.9,35.8,12.1,1.61,36.1,73.7
AQI2004,London,UK,2024-01-04,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,18.8,31.1,20.3,6.2,1.96,42.9,38.2
AQI1381,Karachi,Pakistan,2024-01-31,15.59,72.9,19.0,88.0,1826.0,16.1,522.7,3.1,91.4,146.3,42.5,24.1,2.44,32.3,136.8
AQI2435,Hong Kong,China,2024-02-04,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,34.8,53.3,34.2,12.0,1.65,38.6,58.3
AQI2659,Riyadh,Saudi Arabia,2024-01-09,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,70.7,109.3,33.2,17.3,2.2,40.3,102.3
AQI2394,  Singapore  ,Singapore,2024-02-13,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,48.2,87.2,22.1,8.8,1.36,32.0,68.6
AQI2425,Hong Kong,China,2024-01-25,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,38.8,63.4,26.8,9.3,1.88,44.8,69.6
AQI2613,Santiago,Chile,2024-01-13,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,61.8,93.1,29.0,10.8,2.05,49.3,91.4
AQI1428,Cairo,Egypt,2024-01-28,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,71.1,113.3,30.8,12.7,2.41,56.5,103.5
AQI1079,Mumbai,India,2024-01-29,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,74.0,116.4,39.1,15.9,1.81,26.7,95.9
AQI2598,Buenos Aires,Argentina,2024-02-17,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,47.7,75.2,30.0,11.3,1.81,37.4,68.8
AQI2010,London,UK,2024-01-10,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,49.4,80.5,23.8,4.5,2.04,32.8,74.1
AQI2969,Wellington,New Zealand,2024-01-19,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,27.2,49.0,10.3,2.3,0.27,31.1,43.3
AQI2662,Riyadh,Saudi Arabia,2024-01-12,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,77.4,127.7,26.6,11.5,2.01,37.0,120.9
AQI1608,New York,USA,2024-01-08,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,21.3,36.5,25.5,8.6,1.5,40.5,43.3
AQI2783,Kuala Lumpur,Malaysia,2024-02-02,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,37.3,60.1,28.2,14.1,2.08,33.6,60.1
AQI2989,Wellington,New Zealand,2024-02-08,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,26.0,40.0,15.6,1.8,0.77,33.5,29.7
AQI2873,Warsaw,Poland,2024-01-23,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,66.6,109.3,19.1,12.9,1.87,47.2,93.2
AQI2058,Paris,France,2024-01-08,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,27.5,31.1,19.2,4.8,1.06,48.7,44.7
AQI2441,Hong Kong,China,2024-02-10,7.57,46.2,47.6,99.6,46494.0,47.0,437.9,37.1,33.9,59.1,21.1,11.9,2.24,16.2,61.2
AQI2515,Johannesburg,South Africa,2024-01-15,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,66.2,113.8,22.1,10.6,1.51,45.9,92.4
AQI2586,Buenos Aires,Argentina,2024-02-05,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,59.8,104.9,30.4,12.4,2.23,38.1,93.2
AQI2092,Paris,France,2024-02-11,11.3,34.0,21.1,93.6,47249.0,52.6,349.0,10.9,40.5,65.5,20.1,4.8,1.22,32.3,59.9
AQI2561,Buenos Aires,Argentina,2024-01-11,15.51,40.7,16.2,89.5,10293.0,24.9,419.3,1.0,52.7,90.0,21.8,10.7,0.79,33.1,77.9
AQI2102,Berlin,Germany,2024-01-02,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,43.0,61.6,15.3,1.7,1.49,48.6,59.8
AQI2130,Berlin,Germany,2024-01-30,3.43,38.5,31.6,95.6,49941.0,49.6,423.3,25.5,36.3,60.8,17.7,4.3,1.9,34.2,53.5
AQI2236,Rome,Italy,2024-02-05,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,31.1,47.6,19.6,5.7,1.63,53.9,46.1
AQI2765,Kuala Lumpur,Malaysia,2024-01-15,8.48,52.2,55.3,93.6,11160.0,13.1,473.7,27.7,47.6,81.4,30.0,11.2,1.64,29.7,71.3
AQI1959,Seoul,South Korea,2024-01-09,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,59.2,89.9,24.8,8.9,2.11,43.2,78.2
AQI2663,Riyadh,Saudi Arabia,2024-01-13,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,73.7,107.1,29.4,18.2,2.38,26.3,102.7
AQI1560,Los Angeles,USA,2024-01-10,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,40.2,64.5,16.4,6.6,1.81,32.8,56.8
AQI1847,Manila,Philippines,2024-02-16,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,86.7,142.2,30.9,17.9,2.07,60.3,123.4
AQI2745,Tehran,Iran,2024-02-14,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,74.2,124.3,32.9,17.4,1.73,25.1,105.9
AQI1691,SAO PAULO,Brazil,2024-02-10,21.91,48.2,42.3,90.6,12592.0,19.1,482.3,11.2,52.1,79.0,37.2,14.5,1.93,20.3,76.6
AQI2520,Johannesburg,South Africa,2024-01-20,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,51.3,79.3,24.8,15.1,2.09,30.6,72.2
AQI2936,Stockholm,Sweden,2024-02-05,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,6.2,10.6,14.4,5.6,1.68,21.0,18.9
AQI2864,Warsaw,Poland,2024-01-14,2.19,46.7,18.0,87.6,18206.0,28.6,369.0,11.4,51.4,82.1,19.9,5.8,1.52,27.6,74.5
AQI1437,Cairo,Egypt,2024-02-06,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,74.9,124.3,23.9,21.2,2.33,34.8,106.7
AQI1491,Lagos,Nigeria,2024-02-10,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,73.5,112.4,39.9,10.0,2.41,40.8,102.1
AQI2994,Wellington,New Zealand,2024-02-13,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,31.1,41.5,2.0,6.1,1.07,41.4,37.0
AQI2837,Ho Chi Minh City,Vietnam,2024-02-06,9.59,55.0,39.4,81.4,4512.0,12.7,422.8,24.8,47.5,73.2,32.1,14.7,1.77,47.2,64.9
AQI2630,Santiago,Chile,2024-01-30,6.58,44.2,13.9,88.4,16282.0,29.7,374.4,1.0,49.1,78.0,14.3,6.3,1.7,24.7,79.1
AQI2388,Singapore,SINGAPORE,2024-02-07,5.42,54.4,23.4,100.0,72404.0,66.4,373.3,13.3,45.9,73.8,27.2,12.8,2.15,23.9,60.9
AQI1070,Mumbai,India,2024-01-20,12.56,63.8,21.6,97.3,3190.0,17.5,511.8,4.8,53.8,91.6,42.7,,2.59,30.3,83.5
AQI2573,Buenos Aires,Argentina,2024-01-23,15.51,40.7,,89.5,10293.0,24.9,419.3,1.0,48.6,74.4,23.3,6.1,1.9,51.2,73.2
AQI1809,Manila,Philippines,2024-01-09,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,59.9,96.7,29.2,15.4,3.11,33.8,94.1
AQI2185,MADRID,Spain,2024-02-04,6.87,37.2,33.1,92.5,33551.0,34.2,385.5,21.4,37.3,59.4,29.7,3.8,2.18,42.6,62.5
AQI1012,Delhi,India,2024-01-12,20.19,77.8,33.4,94.3,2582.0,11.2,593.5,14.9,65.7,110.6,42.7,19.5,3.1,36.0,107.9
AQI1145,Beijing,China,2024-02-14,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,88.4,145.4,39.6,27.7,2.45,22.1,128.3
AQI1918,Tokyo,Japan,2024-01-18,37.17,38.7,66.7,94.3,39161.0,45.6,363.2,28.7,19.8,44.5,24.2,6.5,2.22,,35.5
AQI2542,Johannesburg,South Africa,2024-02-11,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,53.6,85.1,25.7,13.0,1.55,33.9,72.1
AQI2452,Nairobi,Kenya,2024-01-02,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,63.2,99.4,12.1,10.8,1.73,51.1,86.9
AQI1640,New York,USA,2024-02-09,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,53.5,82.2,26.1,8.5,1.3,34.5,79.5
AQI1177,Shanghai,China,2024-01-27,24.43,69.3,,90.4,25603.0,34.8,461.9,5.5,70.3,104.0,36.7,15.0,2.33,48.5,107.5
AQI1995,Seoul,South Korea,2024-02-14,9.44,53.5,23.2,93.8,33071.0,41.4,409.7,5.8,50.5,84.9,25.2,10.3,1.84,36.1,82.1
AQI1441,Cairo,Egypt,2024-02-10,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,53.7,83.6,28.2,12.3,1.94,40.0,86.2
AQI1522,Mexico City,Mexico,2024-01-22,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,55.6,86.1,30.7,13.5,1.81,27.5,83.9
AQI2977,Wellington,New Zealand,2024-01-27,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,31.7,47.7,13.6,1.0,1.5,42.7,53.3
AQI2940,Stockholm,Sweden,2024-02-09,1.81,26.2,69.9,97.7,60164.0,51.8,336.6,37.6,3.0,9.9,10.9,1.0,1.08,36.6,17.5
AQI2713,Tehran,Iran,2024-01-13,8.82,59.2,3.4,82.5,4984.0,11.8,391.7,6.0,54.6,88.2,26.3,18.9,1.79,31.8,70.9
AQI2005,London,UK,2024-01-05,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,38.8,61.4,29.0,2.0,1.7,36.0,63.8
AQI2256,Toronto,Canada,2024-01-06,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,12.6,20.0,15.1,7.5,1.62,28.8,30.4
AQI2235,Rome,Italy,2024-02-04,4.27,37.2,32.0,92.7,35529.0,47.6,322.5,25.5,48.2,80.7,15.4,9.3,1.41,32.3,70.9
AQI2665,Riyadh,Saudi Arabia,2024-01-15,7.97,67.1,3.6,84.6,23083.0,32.3,440.6,1.0,75.7,122.9,33.5,16.5,2.15,40.2,120.9
AQI1144,Beijing,China,2024-02-13,21.39,82.2,22.0,88.9,17964.0,12.3,481.5,12.6,88.5,141.8,42.6,24.8,2.51,34.1,119.4
AQI1754,Bangkok,Thailand,2024-01-04,10.37,60.3,30.7,87.9,8306.0,23.6,556.5,1.0,56.7,83.5,29.8,17.0,2.45,26.9,84.2
AQI1520,Mexico City,Mexico,2024-01-20,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,69.7,101.7,22.6,12.7,2.39,39.6,102.6
AQI3000,Wellington,New Zealand,2024-02-19,0.45,20.1,31.4,86.7,48404.0,57.2,253.7,18.9,22.1,40.2,9.9,4.1,1.09,41.0,42.6
AQI2323,Sydney,Australia,2024-01-23,5.88,29.5,47.0,94.6,56779.0,56.6,330.3,19.9,26.4,51.7,7.0,2.2,0.67,33.3,40.1
AQI1823,manila,Philippines,2024-01-23,13.86,58.9,24.1,87.1,4432.0,15.6,432.2,6.4,58.9,98.6,23.7,11.1,2.32,46.4,79.4
AQI1429,Cairo,Egypt,2024-01-29,20.65,62.5,7.3,82.7,4267.0,23.4,427.6,2.1,75.9,125.5,27.1,22.3,2.37,55.2,106.9
AQI1613,NEW YORK,USA,2024-01-13,8.5,42.2,36.0,94.8,74047.0,58.9,335.3,35.6,36.6,62.0,24.5,10.4,1.7,29.3,62.2
AQI2506,Johannesburg,South Africa,2024-01-06,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,60.5,106.3,28.1,15.7,1.75,21.5,86.3
AQI2033,London,UK,2024-02-02,9.16,34.9,30.7,95.0,49864.0,50.8,434.4,21.7,28.6,43.8,20.4,1.0,2.08,36.8,48.7
AQI1157,Shanghai,China,2024-01-07,24.43,69.3,25.9,90.4,25603.0,34.8,461.9,5.5,76.9,116.1,38.7,15.5,2.53,39.4,112.3
AQI1540,Mexico City,Mexico,2024-02-09,22.38,57.0,35.7,88.2,11525.0,14.1,424.1,3.1,53.7,85.9,30.4,13.5,1.99,37.8,89.0
AQI2531,Johannesburg,South Africa,2024-01-31,5.55,46.2,6.9,81.4,6932.0,19.9,394.8,1.0,62.3,100.4,8.7,8.7,1.55,41.9,85.4
AQI2461,Nairobi,Kenya,2024-01-11,4.3,40.1,6.0,77.8,2023.0,15.4,453.8,10.3,43.0,62.9,18.0,8.4,1.67,32.0,58.0
AQI2291,Toronto,Canada,2024-02-10,2.62,28.2,28.8,91.2,50568.0,59.3,277.0,22.5,24.0,31.2,18.5,3.8,1.14,24.6,35.3
AQI1462,Lagos,Nigeria,2024-01-12,14.99,59.0,26.1,84.5,3314.0,23.4,475.8,8.3,60.5,107.4,31.4,11.7,2.42,56.9,87.9
AQI1577,Los Angeles,USA,2024-01-27,4.01,46.8,42.7,95.8,66782.0,47.0,384.8,40.7,31.6,60.5,22.2,9.6,2.07,46.3,54.3
